farm_id,farm_name,owner_name,location_state,location_county,total_acres,latitude,longitude,farm_type,established_year,certification_organic,primary_crops,created_timestamp,updated_timestamp
c9ddb35c-ef62-41bd-8858-a918b69204bd,Bradtke-Bode,Mariana Hamill,KERALA,zp58,7610,153.2446465,1894.2972612,hobby,1956,true,"List(rice, wheat)",2027-12-05 17:05:01+14:00,2027-04-04 23:12:10-06:00
ed69f349-425b-4dcc-9523-146203d4083c,"Flatley, Marks and Hills",Janean Bergnaum,ASSAM,Ws00,19813,823.9461191,7319.325919,arable,1989,true,"List(soybean, soybean, soybean, soybean)",2015-04-29 11:14:26-03:00,2013-04-13 16:16:36-01:00
fceb5540-7757-4200-ad36-0ebc5b27140e,"Boyer, Champlin and Beahan",Nicolas Torp, GOA,JX89,5509,7.8936132,3671.4400285,arable,1981,true,"List(rice, corn, wheat, wheat)",2028-09-11 15:39:25+13:00,2017-08-27 17:10:59-04:00
48e8ad5f-ff9e-4ea4-90b9-6b55f302c062,"Schuster, Greenholt and Ferry",Wiley Blanda,DELHI,gD97,16857,145.5273550,2353.2053675,dairy,1948,true,"List(corn, wheat)",2017-01-29 01:14:23-08:00,2030-02-27 04:03:38-05:00
f5ed0fdd-a281-48f4-95c9-4b6ffab8f310,McCullough Inc,Ivory Flatley, GOA,wk53,8914,259.3094994,3069.2557039,hobby,1948,true,"List(wheat, corn, wheat)",2024-12-10 12:19:14+06:00,2024-01-03 21:21:02+06:00
cb889509-4ce3-4a73-87ae-912e17b9840f,Hudson-Pfannerstill,Joeann Swift DDS,ASSAM,fq59,26163,372.4835166,750.2660566,arable,1965,false,"List(soybean, rice, corn)",2001-07-06 08:32:51-09:00,2013-11-01 11:11:54-09:00
c0acabdd-96ff-42e5-ab5f-611651622a65,Koelpin-Hartmann,Rhoda McClure,MAHARASTRA,pV80,18708,589.6977739,5451.2284661,dairy,1924,true,List(corn),2007-03-08 19:49:01+02:00,2007-08-31 14:52:27+08:00
84a8d910-5a7f-464a-8a90-3eeea379030d,Waelchi Inc,Winnifred Homenick,ASSAM,YA24,11218,153.3217128,3173.8104300,dairy,2015,false,"List(soybean, soybean)",2022-08-21 10:32:29-02:00,2006-07-24 09:04:11+02:00
51a8ffe9-bf8d-412c-8106-d833e7e2f188,"Collins, Beatty and Mayer",Tony Sporer, GOA,Mi19,5566,556.3685549,235.3213698,dairy,1978,true,"List(rice, soybean, rice, corn, rice)",2018-07-22 23:37:53+08:00,2002-05-09 23:05:32+13:00
dd7c31cd-58dd-4769-91c7-73d474f67e25,Luettgen-Raynor,Lezlie Beahan,DELHI,gm69,20076,910.1389977,6851.4628325,hobby,1918,false,"List(soybean, wheat, wheat, wheat)",2003-10-01 09:26:27+05:00,2008-06-08 23:58:44-09:00
f7b85481-7d54-4838-979e-b15344e9810f,Blick-Beahan,Miss Angelina Purdy,DELHI,Fi95,1565,475.6645244,5701.8870801,arable,1928,false,"List(rice, wheat, rice, rice)",2014-05-15 01:04:49Z,2023-06-01 01:03:11Z
6c250462-71b5-4718-a84d-a6bb122517cd,Stokes and Sons,Chantay Pfannerstill,ASSAM,Ek65,16043,892.216342,4809.966272,dairy,1977,false,"List(corn, wheat)",2005-05-16 09:56:51+06:00,2011-01-26 08:59:26+05:00
d7611c78-47ee-4169-8028-2358f25f7f5a,Braun-Hilpert,Sarah Mante, GOA,Io33,26004,886.46219,1164.8164714,arable,1940,false,"List(corn, rice)",2002-02-15 05:10:02+04:00,2002-09-06 23:20:08+13:00
3c3558eb-c989-430d-bf00-04d2cd8da46f,Kshlerin Group,Saran Mraz,DELHI,GQ91,11560,704.9450837,7800.3769080,dairy,1928,false,"List(corn, wheat, corn, rice)",2025-02-03 03:13:49-09:00,2004-10-07 14:34:16+07:00
d93e2315-d1ca-4a33-8a70-c27678794047,Botsford LLC,Tiffanie Frami,KERALA,tN04,23106,75.9387242,7251.6559469,dairy,1904,false,"List(rice, corn, soybean)",2015-08-10 20:09:40-11:00,2016-04-08 21:20:07-08:00
616bbde7-bab3-44ed-9843-ac59b4e33219,Mohr Inc,Bobbi Tremblay,MAHARASTRA,aE90,19034,817.9210263,1083.1233765,dairy,1912,true,"List(wheat, soybean)",2000-12-28 18:22:55+14:00,2003-06-23 05:44:41-04:00
538d69f6-24c1-4775-9450-e655a1b4b93e,Altenwerth and Sons,Bruno Koch, GOA,wf57,4427,912.7949549,1656.1720830,hobby,1974,true,"List(rice, wheat)",2015-03-31 02:55:57-05:00,2013-03-10 20:18:05-07:00
296668c8-c5f6-430f-83c6-551f3bf99c35,Parker Inc,Marcelo Deckow IV,MAHARASTRA,hW18,17412,194.2387589,459.513074,hobby,1903,true,"List(wheat, rice, wheat, corn)",2006-01-10 17:44:14+10:00,2018-05-08 06:34:07-02:00
a0aa3197-2b01-4d52-8162-eead71db2193,"Beier, Cremin and Emard",Molly Kuhn,ASSAM,dR87,20441,86.6495572,112.4640141,hobby,2020,true,"List(corn, corn, rice, rice, corn)",2018-05-07 17:10:23-01:00,2005-04-09 06:33:03-02:00
dea2c830-76a1-459f-8003-fbb87a7b3b05,"Gaylord, Klein and Wiegand",Ms. Tinisha Reichel,ASSAM,pn96,23152,783.9372518,5756.9431991,hobby,1908,false,"List(wheat, soybean, soybean, wheat, wheat)",2016-05-07 18:47:15+12:00,2010-05-06 13:28:08-08:00
366fd4c3-bb62-4bcb-9ff1-8dc597521340,"Bosco, Kuhic and Walker",Christi Ryan,DELHI,cp07,3478,137.3381020,5330.4358720,hobby,1904,false,List(rice),2015-04-25 19:55:41-07:00,2026-09-01 15:24:16-11:00
0be259b3-9fad-4c27-ab29-01199856bfe6,"Padberg, Heathcote and Leuschke",Merle Cartwright,BIHAR,OO41,4782,604.5956347,604.8339955,hobby,1979,true,"List(rice, corn, wheat)",2016-09-26 16:47:10+09:00,2019-01-19 19:30:32+03:00
e557e6f8-6c1f-4b8b-b0d8-f3ff28f305bb,Corwin Group,Sasha Ebert,ASSAM,Os30,28120,279.6785377,4895.3528256,arable,1933,true,"List(rice, corn)",2027-11-16 03:01:02-09:00,2024-05-20 09:40:34-11:00
b05da2b3-cb45-4212-96aa-9943d2a902db,"Jast, Thompson and Runte",Janene Jacobi MD, GOA,iQ00,26174,64.947704,4267.3497703,arable,1993,true,"List(rice, rice)",2021-08-23 05:33:19-12:00,2019-11-20 03:02:52-08:00
edb39c4a-4a14-4eff-a366-be15cfb82ba8,"Howell, Bartoletti and Leffler",Mrs. Moises Beatty, GOA,WG11,19541,943.4169582,1240.1055901,hobby,1983,true,"List(corn, corn, soybean, wheat, soybean)",2019-04-28 03:54:43+09:00,2004-10-28 14:13:28-02:00
6dc7d4aa-1e9c-4923-a6a4-b33fdad66e77,Bogisich-Kautzer,Rina Cremin,MAHARASTRA,Gk65,24164,70.9190815,4863.5150353,hobby,2012,false,"List(soybean, corn)",2008-09-03 03:50:01-01:00,2005-09-25 16:11:44+14:00
57321d98-0359-4020-b374-f60f46ba0b39,Runolfsson and Sons,Xavier Kovacek,MAHARASTRA,tJ76,18452,92.4605795,9937.9444575,arable,1993,false,"List(soybean, corn)",2027-10-26 22:33:48+03:00,2001-07-29 09:32:33+05:00
8af0894d-44f0-4652-8bca-a65111c1e583,Cummerata-Nitzsche,Mr. Clifford McDermott,BIHAR,qJ91,7071,236.4114170,8215.7321348,dairy,2007,true,"List(soybean, rice, rice, wheat)",2016-09-30 21:15:08-10:00,2013-02-17 20:38:41+11:00
4d3ca33f-ee99-46e5-93e0-bd51e694f576,Krajcik-White,Leopoldo Pfeffer,DELHI,uw13,12779,618.1335554,1967.9353258,arable,1916,false,"List(corn, soybean, soybean)",2022-03-02 14:40:15+07:00,2007-02-27 12:10:42-01:00
a173bec5-7fd2-449d-9ed8-866a5875c33b,"Trantow, Crona and Balistreri",Bertram Abshire,MAHARASTRA,AQ72,23496,767.5814068,2105.2640416,hobby,1928,false,"List(wheat, rice, wheat, corn, corn)",2000-01-11 07:14:26-02:00,2019-05-05 09:56:31+08:00
1281f650-c0f9-4bd6-a896-db8ffacd092d,Huels-Kshlerin,Jessie Mante,DELHI,Jx40,11358,386.6930454,6735.5155980,arable,1989,false,"List(soybean, rice, wheat)",2015-06-09 23:11:02+14:00,2013-02-20 03:14:59+12:00
dfc9b7c0-7424-43aa-b8d7-e52a29e9a349,"Koelpin, Towne and Wunsch",Aldo Conn,BIHAR,xt48,2168,70.7669012,5021.9509236,dairy,2020,true,"List(rice, wheat)",2018-09-30 01:58:06-12:00,2016-12-22 19:32:39+11:00
d986aab6-b1e6-4d45-ad4d-bd32ae7df4fc,Durgan-Hermiston,Herman McGlynn,MAHARASTRA,cM64,31669,521.4469888,3190.6590823,dairy,1982,false,List(corn),2030-05-29 01:22:48+02:00,2024-10-01 22:33:14Z
2a6e9cbd-07ed-45df-a09e-8bf36675aa10,"Gaylord, Turner and Franecki",Burl Raynor,DELHI,Cn42,24225,474.8620951,9533.4475565,arable,1986,true,"List(wheat, wheat, corn, wheat, soybean)",2017-01-15 06:54:09+12:00,2028-01-23 11:05:36-09:00
67c572bc-0b2b-4496-9c1e-34cb1877ac8a,"Runte, Crona and Bogisich",Maude Kuvalis MD,BIHAR,kU83,11072,43.1460447,8453.9354870,hobby,1965,false,"List(soybean, soybean, rice)",2012-03-30 17:02:11+09:00,2002-07-11 18:36:09-07:00
015149d4-28c1-4f75-8e68-a7ec98876822,Morissette-Heaney,Mrs. Gertude Batz,BIHAR,rF94,14205,728.6718634,907.9025080,dairy,1955,true,List(soybean),2001-10-10 10:40:37-02:00,2030-04-24 20:17:25-06:00
98906b1f-a496-4ff0-a942-d6b35dc5eecf,"Wiegand, Feest and Rohan",Lara Kuhn,MAHARASTRA,Er98,13531,399.2214747,2877.6970877,hobby,1949,true,"List(wheat, rice, wheat, rice)",2019-06-23 07:15:47Z,2012-12-12 23:20:04-03:00
228bd124-b968-4f37-8190-d303cb03c90e,Yost and Sons,Trudi Bauch,DELHI,vW91,2120,152.5527041,88.6828540,dairy,1927,false,"List(rice, wheat, soybean, rice, wheat)",2024-09-02 15:19:52+04:00,2008-02-11 17:58:48+06:00
dd39828c-5bc0-454a-8a43-27ef8bbc1165,"Kunze, Kreiger and Nikolaus",Inger Wiegand,ASSAM,uE97,25331,486.7911439,6998.1511953,arable,2011,true,"List(rice, rice, rice, wheat)",2004-06-19 08:02:25-02:00,2011-04-20 10:21:27-04:00
cbdddee3-07e5-4864-9074-e8bc92d6670f,Padberg-Kuphal,Kristen Weissnat PhD,MAHARASTRA,yC24,12121,345.9565847,6160.7088429,arable,1912,true,"List(corn, rice, rice, corn)",2004-10-06 22:04:44-02:00,2007-06-03 20:52:08-04:00
ba9f81c5-e6f4-4ff2-bb9c-9ee864d74714,"Bailey, Ankunding and Hauck",Ms. Jackie Koss,MAHARASTRA,QC00,12759,938.5260432,7677.7693441,dairy,1925,true,"List(corn, rice, wheat)",2005-03-06 13:07:03+14:00,2025-06-11 20:30:59+10:00
4fd57898-261f-4e84-9fcd-ec03d209a2a3,"Haley, Jerde and Roob",Kaley Welch,ASSAM,pD17,27576,644.2802882,6444.7752015,arable,1914,false,"List(wheat, wheat, corn, rice)",2011-09-11 03:27:45+08:00,2026-10-23 00:24:23-02:00
619282db-69c4-439d-98a8-789bd7a6af9e,Runolfsson Group,Ms. Altha Funk,DELHI,vs96,2854,868.2735902,5102.3689544,arable,1944,true,List(wheat),2017-05-16 17:07:58+12:00,2001-11-16 08:14:37+02:00
872e96d3-83e1-4e9c-a72e-5fad5b8c3e5b,"Schmitt, Jakubowski and Stamm",Miss Marquita Marvin,MAHARASTRA,xN67,13596,607.1042418,5056.8859440,hobby,1911,true,List(corn),2014-04-14 09:14:00+09:00,2012-02-03 06:13:07+03:00
cc96c485-dbe7-4594-b200-e9d4a1721639,Johns Group,Oscar Upton V,BIHAR,vU03,20116,686.2984039,8404.98914,dairy,1956,true,"List(wheat, soybean)",2020-07-20 22:42:18+05:00,2016-06-25 00:16:40+11:00
1b71ca99-6290-470d-8501-cceac4910588,"Brekke, Ondricka and Bradtke",Kenneth Harvey III,BIHAR,Tr10,30472,132.8542854,7486.4601753,hobby,1970,true,"List(corn, corn)",2029-10-10 09:16:13-01:00,2008-11-26 11:29:28+04:00
788dc89c-955b-4496-a6a5-5b11b4fa7e82,Dickens Inc,Mr. Marc Goodwin,MAHARASTRA,Nd88,9891,629.7895282,6499.8476620,hobby,1906,false,List(rice),2003-10-18 07:06:22-12:00,2012-11-07 23:56:50-04:00
85a7b847-0105-48f2-bfe5-03f078e203a9,"Schulist, Hayes and Green",Mrs. Esteban Mertz,DELHI,pY62,23921,226.1959242,5854.2217156,dairy,2009,true,"List(rice, soybean)",2015-08-10 05:07:41-08:00,2002-08-18 07:33:07+09:00
065b507f-78e4-4f08-88a4-5aec6959cda4,Romaguera and Sons,Wendell Bartoletti,DELHI,eD06,31787,379.3318190,2225.595802,dairy,1962,false,List(soybean),2015-09-22 07:13:49-07:00,2007-06-15 23:12:46-03:00
08de7a8d-4abd-4eed-ad0d-15b55fd6aff8,"Brekke, Harvey and Koss",Clarence Hahn,ASSAM,He77,18036,832.2427537,6229.9267141,arable,2020,true,List(soybean),2010-07-05 10:30:15Z,2020-07-07 14:56:08+05:00
c696ea00-0fcb-453f-93fa-c0436d9ee212,Strosin Group,Jefferson Nicolas,BIHAR,HP02,30480,76.4036248,7464.1600093,hobby,1970,true,"List(wheat, wheat, wheat, rice)",2001-08-21 07:26:50-04:00,2015-08-23 19:28:11+07:00
762feba6-b888-4877-a615-28055125f29c,Koepp Inc,Pam Jacobs,ASSAM,rf57,20517,543.4420587,3331.6391890,hobby,1998,true,List(soybean),2026-03-03 09:21:58-06:00,2015-04-12 10:51:08+05:00
33bfe37a-08e8-4399-80eb-254cdb8d7625,"Daugherty, Heidenreich and Raynor",Jeannetta Abbott,DELHI,La72,30817,870.7084035,5384.5644514,dairy,2013,false,"List(soybean, rice)",2020-07-21 11:31:35-04:00,2022-05-08 06:16:18+12:00
1dee7ee0-2bfd-4240-9d6c-7d301bdbf580,"Emard, Fisher and Jaskolski",Mrs. Karole Huel,MAHARASTRA,Jv14,28304,567.8450820,6863.4444786,hobby,2019,false,"List(wheat, corn, wheat)",2025-03-27 04:35:08Z,2019-12-24 14:54:43-08:00
e366a232-7246-49bf-bcb3-45536326fc7d,Brown-Prohaska,Thresa King,BIHAR,dY25,15538,8.6659079,7994.2711561,hobby,1929,true,List(soybean),2028-11-17 12:43:54+06:00,2028-02-10 17:41:27-10:00
11bb7294-4579-4d86-9b91-b3c82e7ea875,Price Inc,Taisha Corkery,KERALA,GL39,12584,743.9365785,6386.1553248,hobby,1999,true,"List(wheat, rice, wheat, corn, rice)",2027-07-18 06:11:52-01:00,2001-07-20 04:19:26+02:00
e6fc4dd7-fb7c-471f-8413-1229554eb302,"Von, Hodkiewicz and Hilpert",Jordan Stanton,BIHAR,wj41,16855,656.5890952,1696.7051697,dairy,1927,false,"List(rice, wheat, soybean, soybean, soybean)",2006-04-05 14:53:10+13:00,2001-03-18 00:40:40-05:00
9b92dc21-2b23-43a1-94e3-26d121aad379,"Walsh, Cremin and Jacobson",Derick Funk,DELHI,Ja18,4862,333.2100631,6614.1365961,dairy,1929,false,"List(wheat, rice, rice, soybean, corn)",2007-04-02 02:33:04-05:00,2009-02-19 22:57:12+07:00
dde00f0a-b9bd-4620-8b2e-67b4ce279bcb,Rogahn Group,Ms. Rico Thiel,DELHI,xj74,31632,815.3534178,3532.791362,arable,1924,true,"List(corn, corn, rice, soybean, corn)",2002-07-25 03:05:38+07:00,2014-01-04 05:48:31+13:00
b568b501-08f1-4353-a502-dd82697ed408,"Braun, Bins and Wolff",Nick Skiles DDS,BIHAR,xL10,17795,510.825042,6222.8638883,dairy,2021,false,"List(wheat, corn, rice)",2001-06-01 10:02:46-01:00,2018-03-04 23:17:28-01:00
9cec39e8-badc-4778-9223-39947261c922,Dicki-Williamson,Miss Latanya Gaylord, GOA,zp13,13229,356.1894318,9164.432278,arable,1991,false,"List(corn, wheat, rice)",2000-05-19 05:25:23-07:00,2023-01-26 02:06:07-10:00
9e2ca076-914a-4357-8ca8-760280d2ac66,"Bruen, Carroll and Jacobson",Mr. Allegra Kessler,KERALA,wc13,1429,304.7110879,4063.8225831,dairy,2013,false,"List(rice, corn, rice, wheat, rice)",2025-06-04 17:23:26+13:00,2012-03-30 03:56:48-11:00
e1bffc60-59ac-4b23-b014-20f9d862ced5,Kessler LLC,Alvin Beier,BIHAR,oa63,23960,449.1712820,8332.5638405,hobby,1951,true,"List(rice, soybean, soybean)",2024-04-11 15:57:41+06:00,2007-05-21 10:48:07-01:00
11852dcd-eba7-47c4-8721-347b416fc4fd,"Weimann, Hauck and Wisozk",Mr. Roberto Schneider,BIHAR,CO19,5257,373.1925006,5542.6560365,hobby,1993,false,"List(wheat, corn, rice)",2022-07-26 17:12:14+09:00,2003-06-26 02:58:59+01:00
ba1458cc-2b19-4882-8eca-b448e6a9a1b7,"Kuvalis, Muller and Mante",Eilene D'Amore MD,MAHARASTRA,kS82,25579,234.7688813,6398.6686475,dairy,2021,true,List(soybean),2010-08-07 19:17:01+10:00,2002-09-28 15:00:04+11:00
c4f07aaf-7f05-4dbb-8d6a-a97d70650085,"Bradtke, Connelly and Rosenbaum",Emmie Douglas, GOA,ac72,8817,373.8168199,898.6377635,arable,2017,true,"List(corn, wheat, wheat, wheat, corn)",2023-07-26 12:53:39+14:00,2027-04-17 07:07:43-06:00
ed872b22-fd65-4898-b577-60904711aa65,Renner-Ortiz,Dr. Vilma Lesch,BIHAR,Mn23,27027,757.4918195,2412.1995928,arable,1903,true,"List(soybean, corn, corn, soybean)",2002-11-30 20:18:48+12:00,2011-03-09 12:05:10+03:00
455df6da-0443-4ab8-99e3-da5a4a379f6c,Pagac-Fritsch,Erik Erdman,KERALA,Ly77,14570,642.7022464,9681.666218,dairy,1998,true,"List(wheat, rice, soybean, rice)",2024-09-10 06:56:17+01:00,2003-11-12 06:25:50+11:00
a26782dc-fffa-4708-bffd-64ebb73acd0d,White Group,Mrs. Bruce West, GOA,YZ63,25757,230.8895751,1582.3127541,arable,1906,true,"List(soybean, rice, soybean)",2030-11-09 05:24:10-03:00,2028-01-06 19:49:59-09:00
72a133ba-01a8-4162-bab0-4fac500a1c33,"Kreiger, Ondricka and Lubowitz",Blanca Rice, GOA,UU03,3644,795.7961880,8193.3762126,hobby,1959,true,"List(rice, soybean)",2017-12-18 00:28:19-06:00,2001-06-20 09:47:04+01:00
